name,frameTime,F0semitoneFrom27_5Hz_sma3nz_amean,F0semitoneFrom27_5Hz_sma3nz_stddevNorm,F0semitoneFrom27_5Hz_sma3nz_percentile20_0,F0semitoneFrom27_5Hz_sma3nz_percentile50_0,F0semitoneFrom27_5Hz_sma3nz_percentile80_0,F0semitoneFrom27_5Hz_sma3nz_pctlrange0_2,F0semitoneFrom27_5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27_5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27_5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27_5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20_0,loudness_sma3_percentile50_0,loudness_sma3_percentile80_0,loudness_sma3_pctlrange0_2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0_H1_H2_sma3nz_amean,logRelF0_H1_H2_sma3nz_stddevNorm,logRelF0_H1_A3_sma3nz_amean,logRelF0_H1_A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0_500_sma3nz_amean,slopeV0_500_sma3nz_stddevNorm,slopeV500_1500_sma3nz_amean,slopeV500_1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0_500_sma3nz_amean,slopeUV500_1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
'unknown',0,36.75544,0.05390245,36.81247,37.02631,37.60614,0.7936707,288.4797,0,-0.1290586,0,1.629065,0.2567415,1.245501,1.59899,1.903624,0.6581234,10.18397,5.007916,10.88731,5.02683,0.881523,0.5529817,19.44725,0.7317086,-6.495785,-1.187648,8.616749,1.701921,-28.76697,-0.3113311,0.0126833,0.8680472,1.089192,0.418422,7.804149,0.5463589,9.899141,1.605956,21.67478,0.4036682,720.9642,0.2047648,1420.411,0.1264067,-62.44068,-1.410759,1672.181,0.1333228,1128.605,0.220112,-66.23643,-1.197381,2556.876,0.07248555,1036.073,0.2015887,-66.29906,-1.190984,-14.15138,-0.3591378,20.94963,0.3939433,0.06507209,0.2460054,-0.03427462,-0.2120548,0.9652402,0.5460168,26.80964,0.3832249,-4.508604,-1.590574,2.198331,5.406962,-31.18975,-0.2435703,5.021605,-3.813925,0.03374979,-0.02575522,0.7818822,5.405406,1.886793,0.375,0.225,0.13,0.08,-14.25345
'unknown',0,38.75106,0.03549376,37.89497,38.44521,39.70182,1.80685,47.03,55.55047,43.73125,42.6165,1.05289,0.6045271,0.359378,1.048884,1.613033,1.253655,11.95636,8.679631,8.499382,4.548856,0.5509705,1.180655,25.44578,0.3313839,-4.692612,-2.262607,-0.585472,-14.98324,-19.72638,-0.9109546,0.01784616,1.096846,0.9060275,0.7612541,8.967534,0.4354636,10.26645,0.9971583,19.78369,0.6340356,744.254,0.1843397,1462.048,0.2276797,-64.38038,-1.307179,1683.432,0.1199889,1264.198,0.2041632,-65.88521,-1.196397,2506.888,0.09541568,988.2095,0.2165469,-67.35995,-1.159677,-13.15646,-0.6157326,19.75529,0.5286182,0.05972291,0.2366942,-0.02980743,-0.5540667,0.7323878,0.9375511,27.62217,0.3101953,-5.435014,-2.271905,0.3854505,25.4043,-23.58097,-0.8354064,-8.219119,16.75215,0.01986282,-0.01528264,0.08882146,2.702703,1.111111,0.655,0.435,0.1466667,0.06944222,-16.39904
'unknown',0,37.98998,0.09174776,36.44156,36.94031,38.89669,2.455135,95.5891,74.5929,37.37413,13.9504,1.247602,0.3165398,0.8783492,1.172937,1.626945,0.7485957,7.052931,2.74313,6.312648,5.250753,0.6404976,0.6987581,22.17874,0.37717,-8.551393,-0.8363847,-2.96602,-4.43506,-23.84897,-0.3320533,0.04210554,2.83764,1.262351,0.4559273,5.954271,0.7110342,6.363802,1.651782,20.29921,0.457476,722.4271,0.1997981,1446.327,0.1656832,-39.08424,-1.868029,1685.255,0.1118601,1153.742,0.1828048,-42.65119,-1.515203,2516.902,0.06283856,1102.914,0.223321,-45.73907,-1.386429,-11.55108,-0.4748615,18.2859,0.3964045,0.06805635,0.2372874,-0.03172182,-0.4512657,0.6969267,0.6721799,23.82897,0.306501,-7.567608,-0.9952219,-0.6905236,-18.797,-24.36426,-0.3382844,-3.831044,14.00945,0.04554259,-0.01780091,0.3238429,4.30622,1.99005,0.415,0.2159282,0.26,0,-17.00667
'unknown',0,40.18134,0.1605438,37.71185,40.5345,46.17494,8.463093,66.92656,34.37519,32.69639,23.42733,0.902588,0.742463,0.3704638,0.784883,1.281265,0.9108013,14.66392,8.173398,11.84865,6.991145,0.5343449,1.037857,14.4022,0.7812151,0.596946,23.88121,9.060522,1.569477,-36.87032,-0.4842652,0.03544072,1.618673,1.323927,0.6604124,8.333966,0.4837492,16.85538,0.5663065,20.20306,0.4384984,744.7767,0.1763319,1300.201,0.1833316,-72.9358,-1.197227,1775.797,0.1206792,991.6348,0.4348072,-78.82651,-0.9889434,2665.926,0.07642089,1031.429,0.2497888,-76.45463,-1.031386,-11.53778,-0.56043,17.14874,0.476771,0.06863966,0.4127454,-0.02548143,-0.4997467,0.6859365,0.8617601,16.52373,0.55273,-1.08306,-14.79767,7.371462,2.19706,-44.43757,-0.3402337,-5.126957,10.7742,0.03810063,-0.009949053,0.2587812,4.368932,3.482587,0.1871428,0.148489,0.06875,0.03620687,-19.31879
'unknown',0,38.21575,0.05094297,36.87182,37.40651,40.17073,3.298912,23.42422,19.33422,32.92513,14.06973,1.805079,0.3284101,1.235467,1.9101,2.338625,1.103158,10.88066,5.258131,11.16408,4.611885,1.125852,0.37816,27.70502,0.163565,-11.18742,-0.5459569,5.667393,1.811441,-38.64885,-0.2494246,0.02173002,0.9340851,1.15347,0.8033129,8.763475,0.4035103,9.493765,0.9858005,25.70512,0.1944292,757.7627,0.09742041,1305.933,0.1454933,-28.68761,-2.171801,1773.074,0.08006264,922.0648,0.1744458,-37.63689,-1.516723,2719.78,0.0463522,1012.457,0.3860574,-42.12249,-1.315427,-15.73432,-0.2306044,21.99741,0.246323,0.08723659,0.1353172,-0.04520651,-0.1952707,1.212688,0.3257845,28.2423,0.1480744,-10.48554,-0.5996729,7.337617,1.427372,-41.02215,-0.196703,-9.611559,21.19434,0.06825743,-0.02617438,0.8321224,5.494505,2.325582,0.365,0.225,0.035,0.015,-11.7356
'unknown',0,40.46641,0.07470331,37.93708,41.0866,43.35243,5.415348,329.4305,242.0993,7.053852,4.363783,0.927205,0.6563886,0.363957,0.7678449,1.45658,1.092623,14.72662,9.196151,11.48893,1.789486,0.5700214,1.027999,14.83367,0.7216818,-4.076366,-1.662886,-11.07736,-1.052171,-18.18979,-0.8497279,0.03166992,0.994886,1.668324,0.5103258,7.348424,0.5697143,5.130374,1.152869,29.05788,0.1967885,729.4046,0.1863619,1705.49,0.1624351,-141.0532,-0.603901,1505.802,0.08893703,1305.526,0.1038591,-132.3762,-0.6471435,2396.225,0.06458239,1024.878,0.1684452,-137.782,-0.5699334,-6.952598,-0.7150209,21.33265,0.3186745,0.05933368,0.3534123,-0.02047251,-0.6178104,0.9939377,0.7148606,20.70316,0.3926029,-6.774982,-1.025586,-21.02955,-0.4701002,-30.55774,-0.3013796,-3.061695,14.12335,0.03256113,-0.01293338,0.3908161,3.370787,3.571429,0.09,0.0454606,0.125,0.04974937,-18.76591
'unknown',0,40.2149,0.06029711,39.12787,39.60173,42.31423,3.186359,70.77354,117.617,31.56052,18.51307,1.131899,0.4285663,0.7100475,1.114173,1.500499,0.7904519,9.452856,5.731436,6.282063,1.963214,0.5831654,0.7656975,16.75747,0.5942715,-1.880249,-6.121622,-0.6363847,-27.88487,-31.4688,-0.2874539,0.02119425,0.796864,1.146308,0.6974652,7.868764,0.633211,18.40293,0.5312215,26.98312,0.2876246,689.681,0.2248692,1416.143,0.1766293,-69.14748,-1.235234,1672.967,0.1258152,1077.032,0.3005284,-65.1626,-1.168266,2591.089,0.08593703,1002.474,0.2274483,-69.28956,-1.063395,-12.58184,-0.5607141,21.27087,0.3741589,0.06129215,0.2191393,-0.03320052,-0.350032,0.683642,0.6550559,17.67691,0.5892551,0.9017717,12.76882,-0.782517,-23.24779,-33.93117,-0.2415438,-4.447971,14.67583,0.04717981,-0.01458245,0.3202521,3.703704,2.739726,0.25875,0.2201952,0.09428571,0.07228064,-15.74498
'unknown',0,42.62096,0.1102465,39.52401,41.93955,44.04796,4.523949,86.99232,78.92377,99.97472,92.53916,0.8693348,0.7316328,0.2904882,0.6289012,1.590103,1.299615,12.25263,9.097746,6.661036,1.993114,0.4947534,1.114259,14.89435,0.7787774,-6.715168,-1.274281,4.466682,2.528338,-29.99936,-0.5698543,0.02532907,1.590647,1.11655,0.6434508,10.19128,0.4518017,15.18533,0.8786629,20.52968,0.68844,722.0716,0.1722779,1362.859,0.1702004,-99.51299,-0.9584571,1770.766,0.08464466,989.9525,0.3076798,-94.12538,-0.9025713,2661.175,0.08167555,1060.463,0.3367015,-94.64022,-0.8929043,-15.40794,-0.5626854,21.42074,0.4513887,0.06297163,0.3085064,-0.03820733,-0.403885,0.7768039,0.7252368,20.7222,0.4745435,-6.069516,-1.561954,7.096279,1.88436,-39.74912,-0.3633191,-1.486599,9.508658,0.03354078,-0.008170504,0.0933224,1.949861,1.977401,0.2914286,0.1475929,0.1928571,0.143399,-14.74936
'unknown',0,35.63137,0.06116412,33.26588,35.40924,37.73812,4.472237,18.61111,11.20793,21.72014,6.896405,1.275881,0.4055395,0.8270773,1.180675,1.755924,0.9288466,14.28362,6.33243,4.540659,2.917527,0.6620446,0.8746234,23.59007,0.6077706,1.265377,6.618331,10.63999,0.83503,-12.68935,-0.8351069,0.0203094,0.9825025,1.03424,0.7796774,9.115427,0.3862126,10.88267,1.040463,27.54473,0.353356,627.9473,0.2706701,1426.07,0.1412053,-34.60829,-1.939827,1633.489,0.1001303,1147.293,0.1310017,-43.36687,-1.380563,2475.887,0.09052752,1143.806,0.3827134,-46.76384,-1.258896,-15.90233,-0.4448887,24.362,0.3605684,0.06870129,0.1941687,-0.02278326,-0.5841753,0.7142107,0.8630109,27.16939,0.3532088,0.9548725,8.354342,12.24181,0.717123,-12.80792,-0.8706356,1.703286,3.137267,0.02509872,-0.01317665,0.4079483,4.316547,1.50376,0.565,0.075,0.08,0.04,-14.68482
'unknown',0,38.75269,0.05070045,36.72815,38.56453,41.13549,4.407341,32.26146,14.25704,18.41835,3.820942,0.9720772,0.6658558,0.333643,0.8797573,1.597896,1.264253,10.14641,2.362084,6.113468,1.515646,0.4708681,0.9882241,27.75042,0.1684293,-10.9441,-0.9301572,-2.797827,-3.52987,-14.82316,-1.003986,0.01799579,1.016111,1.088074,0.6887228,7.832972,0.5197839,7.865206,1.041666,19.8176,0.5918412,783.0497,0.1995052,1425.987,0.1076752,-81.08079,-1.138912,1683.046,0.08426024,1274.746,0.1847762,-82.49664,-1.061292,2505.019,0.08731589,1018.589,0.2047258,-85.86098,-0.9894782,-8.59798,-1.083151,18.99577,0.4882814,0.05476914,0.3463994,-0.01661087,-1.148547,0.6650848,0.7363645,27.53348,0.2182859,-13.76257,-0.8579041,-2.831572,-4.107434,-17.62138,-1.027716,-9.048034,22.34222,0.005246795,-0.01262849,0.1692066,2.617801,1.612903,0.3833333,0.1519503,0.16,0.1336039,-17.4127
'unknown',0,38.10015,0.03881994,36.67407,37.44048,39.9693,3.295227,10.30439,2.078571,12.43186,8.026274,1.497823,0.5027956,0.71101,1.372019,2.152397,1.441387,11.92014,5.142169,16.67874,3.602976,1.015195,0.6952915,23.76408,0.3645259,-1.71579,-6.138668,5.521921,2.280402,-24.77298,-0.3453451,0.01685872,0.6091775,1.431102,0.5495112,7.659058,0.3896641,16.75315,0.3562061,25.11099,0.2304464,703.1348,0.2067728,1419.656,0.09126797,-51.91268,-1.364425,1644.272,0.1151771,1108.693,0.2187136,-50.4681,-1.275176,2536.168,0.06558535,1008.141,0.2535352,-52.56923,-1.205051,-12.27347,-0.3519966,20.86934,0.2706046,0.06946332,0.2188053,-0.03087904,-0.3063906,1.221316,0.5539675,24.72541,0.3489802,-3.949914,-2.6175,5.559772,2.474253,-27.47972,-0.2762817,-8.011356,15.57643,0.04404874,-0.02238048,0.4689358,5.797101,3.174603,0.25,0.08,0.045,0.015,-12.90884
'unknown',0,38.3005,0.02534905,37.7436,37.95684,38.55022,0.8066216,23.65873,0,6.210179,0,1.159722,0.6161972,0.4328558,1.118868,1.665961,1.233105,12.03161,6.480419,15.82967,7.114043,0.6568002,0.9317387,26.01493,0.3048704,-7.537813,-1.309342,-10.13658,-1.003977,-20.79857,-0.3505384,0.01930885,1.131276,0.8720253,0.794754,9.876591,0.3418384,7.646708,0.9353985,27.81987,0.2484725,636.0652,0.2206789,1565.874,0.1355678,-96.73585,-0.9692233,1524.387,0.07871926,1229.673,0.1383388,-86.18801,-0.9906679,2472.773,0.0712286,1175.54,0.2809049,-94.82837,-0.834052,-11.0542,-0.64778,27.31809,0.2938705,0.07599971,0.1403985,-0.01839409,-0.4623764,0.7804038,0.7184048,29.35267,0.2532209,-6.621035,-1.722111,-13.57591,-0.7098649,-23.10893,-0.3147641,-9.203777,20.46385,0.06099043,-0.01599693,0.6146488,4.477612,3.225806,0.18,0.11,0.07,0.04320494,-16.81275
'unknown',0,38.25948,0.105092,37.22725,37.84218,40.86535,3.638107,558.9175,696.2963,48.51982,16.88015,0.8985382,0.5574469,0.5090387,0.7151836,1.217009,0.7079707,13.33168,5.400929,9.330019,9.775916,0.4804984,0.9727556,21.82735,0.4642462,0.6165515,18.35009,2.364291,6.069203,-33.62965,-0.3108257,0.02889654,1.547672,1.248488,0.67817,7.395904,0.6202078,8.431273,1.311357,26.20008,0.363816,728.728,0.149483,1329.577,0.1110259,-54.714,-1.413241,1773.26,0.09507931,1084.976,0.2351307,-61.2994,-1.068124,2626.064,0.0588594,1106.592,0.3392878,-62.02367,-1.045796,-16.16413,-0.3405295,23.82443,0.2960084,0.07251801,0.2176739,-0.04010604,-0.2468326,0.5259612,0.9882385,23.55029,0.3805453,-0.258886,-47.82563,3.964955,3.721226,-36.22528,-0.2763546,-10.52959,18.65882,0.07330388,-0.03138047,0.3939742,3.787879,3.968254,0.19,0.1952434,0.07,0.03741657,-18.03932
'unknown',0,38.04191,0.02855946,37.04628,37.80272,39.3199,2.273621,31.23458,21.30137,9.047546,8.315947,1.253874,0.4347618,0.7567465,1.127694,1.676787,0.9200407,11.93129,5.820052,13.08702,5.670422,0.7996761,0.6308899,26.28901,0.2724627,-1.756103,-5.635691,11.46783,0.9507257,-20.83535,-0.3951013,0.01779196,0.8107,1.075884,0.5896004,9.237139,0.3852005,15.43789,0.6705601,24.38036,0.2919161,664.9849,0.2191149,1488.405,0.1192791,-55.53241,-1.420805,1660.058,0.05672465,1258.426,0.1728083,-62.52769,-1.157466,2448.502,0.05812011,1021.648,0.1727708,-63.98446,-1.117788,-15.70122,-0.3145999,24.31028,0.2546328,0.06097696,0.2733551,-0.02879856,-0.4529405,0.9618151,0.5097266,29.15107,0.1963641,-4.418979,-2.208069,12.247,0.9224665,-21.07483,-0.4209393,-12.63189,19.49383,0.04792903,-0.02954298,0.4094172,6.542056,1.960784,0.385,0.325,0.105,0.035,-14.13146
'unknown',0,36.63178,0.1310208,36.0307,36.79862,40.65669,4.625996,91.08561,38.10118,30.00168,25.09401,0.9910398,0.5643718,0.4380488,0.9596558,1.427418,0.9893687,9.343795,2.877157,7.1979,2.481045,0.5304121,0.9837841,25.73084,0.2801598,-11.04401,-0.5340862,4.7256,2.383816,-21.00123,-0.419567,0.0292642,2.06412,1.236533,0.7856073,7.127846,0.6604634,14.28422,1.103786,21.76326,0.3308023,680.6398,0.20857,1405.133,0.10177,-67.89409,-1.292865,1675.216,0.07542503,1094.46,0.1747685,-70.29073,-1.160246,2506.499,0.05840378,1089.68,0.1950112,-72.61129,-1.102521,-12.97405,-0.3127594,19.28942,0.3193728,0.08158205,0.2284545,-0.03365317,-0.3064782,0.7136478,0.7648242,26.9531,0.2972606,-10.28813,-0.6240051,9.817919,0.9530175,-22.43782,-0.4378445,-7.786284,18.04222,0.0586062,-0.01561787,0.1721744,3.592814,3.08642,0.214,0.1386506,0.086,0.09264988,-17.01405
'unknown',0,33.01691,0.0622111,31.41601,32.63315,34.65318,3.237165,14.23874,2.149038,16.58492,3.034378,1.277206,0.4587893,0.7598668,1.100727,1.915125,1.155258,8.166211,2.622228,9.521602,5.268126,0.6792472,0.5467501,24.35169,0.4279616,11.6284,0.4671632,20.44464,0.8026501,-33.47755,-0.5853142,0.01985472,0.9961674,1.270485,0.64261,7.491307,0.4143045,5.079954,2.02386,28.52627,0.1985513,588.1141,0.2780013,1378.553,0.1420798,-42.67894,-1.649914,1635.555,0.1572445,1093.32,0.2717666,-57.05874,-1.112221,2539.883,0.06485961,1033.067,0.3574767,-57.70079,-1.088436,-15.38039,-0.2961894,22.91326,0.3163216,0.05185413,0.3589867,-0.03103683,-0.3386258,0.7666393,0.4496355,25.44686,0.3631907,11.08377,0.4486002,22.35145,0.7777256,-39.25322,-0.4236692,-12.64799,19.10817,0.0306708,-0.02261714,0.4742945,4.054054,4.285714,0.1766667,0.1102522,0.038,0.007483315,-14.35488
'unknown',0,42.99483,0.1162171,39.11535,40.69262,47.76981,8.654453,33.28629,5.622381,18.58581,0.8517056,1.273898,0.477284,0.8290465,1.184352,1.484492,0.6554458,13.03071,4.87017,6.4018,6.715376,0.7921503,0.6553226,16.96177,0.3246138,-8.099756,-1.062594,2.506181,3.442406,-48.07876,-0.3530351,0.03520154,1.272315,1.290645,0.5154129,7.987668,0.4650123,10.67729,0.837038,17.43343,0.732577,749.0081,0.2082581,1365.872,0.1290254,-10.14028,-3.188093,1710.336,0.09692924,1119.97,0.1381558,-25.07395,-0.8714964,2626.235,0.04541174,849.8629,0.3043186,-24.3979,-0.8800965,-13.51223,-0.4261898,21.4047,0.2644672,0.06813489,0.2739027,-0.03599481,-0.35074,0.8155724,0.6307706,16.86782,0.3165849,-7.733256,-1.124204,2.974905,2.89313,-49.61909,-0.3202684,-7.71742,18.23508,0.02447139,-0.01687728,1.271107,4.375,1.298701,0.745,0.205,0,0,-15.34472
'unknown',0,41.16768,0.06700115,40.81853,41.01825,41.53796,0.7194252,104.3795,69.43421,155.3535,145.7921,1.422317,0.3323281,0.9479765,1.449264,1.8359,0.8879232,14.72071,5.817739,11.78125,6.812252,0.8446571,0.6093414,11.32727,1.053883,7.549495,0.9093047,3.581841,2.150217,-23.5471,-0.4472263,0.02951849,0.7572984,1.093415,0.6226635,6.809862,0.8324849,22.26776,0.528117,21.77086,0.4532596,694.2382,0.1808783,1341.174,0.1655039,-52.14526,-1.194209,1765.779,0.06754513,945.6868,0.2107639,-49.4165,-0.9734668,2633.674,0.0629802,1067.681,0.426822,-47.44572,-1.043135,-12.89404,-0.6851835,18.59946,0.5224561,0.06004558,0.2408614,-0.03379018,-0.2688124,0.9351833,0.5579736,11.20176,1.130928,7.09615,1.033265,4.157743,1.961559,-23.61371,-0.4745349,-9.805163,16.86169,0.04128027,-0.03174618,0.4628377,6.521739,4.651163,0.1775,0.1751249,0.03,0.01,-13.54652
'unknown',0,37.7582,0.04494782,37.02676,37.2514,38.0134,0.9866447,4.058827,0,22.97482,13.42702,1.107511,0.4765963,0.5357072,1.132452,1.603523,1.067815,14.50266,4.730338,7.08496,4.252316,0.5763089,0.8915064,22.04796,0.340551,3.732472,2.099129,16.4845,0.6568691,-31.70858,-0.4686202,0.01665917,1.04846,0.9320796,0.8996062,10.5772,0.2587286,14.51343,0.6632602,22.35674,0.2492362,720.0164,0.1121666,1262.608,0.1451691,-48.86909,-1.462387,1813.279,0.09502731,889.0983,0.2515504,-59.0077,-1.093425,2622.196,0.04406116,1010.06,0.231292,-55.75694,-1.17913,-16.95917,-0.2271883,21.03288,0.2254705,0.0809818,0.2069675,-0.03638834,-0.3617161,0.62996,0.8129121,23.64239,0.3050663,5.059305,1.644234,18.45884,0.5283946,-33.69106,-0.4183758,-9.419118,14.70798,0.05876444,-0.01934361,0.4446977,4.385965,2.752294,0.2833333,0.2904403,0.0425,0.01089725,-14.79803
'unknown',0,40.13012,0.04623504,37.87865,40.3022,41.87666,3.998009,10.85255,4.079003,20.66586,17.51736,0.8119773,0.6301546,0.3312331,0.7390029,1.175274,0.8440409,10.47343,7.847376,3.69733,1.11466,0.5007529,1.087844,21.60939,0.4316605,-0.03106101,-273.3084,-1.284801,-6.927841,-28.27743,-0.4374743,0.02587797,0.7062556,1.545284,0.4313944,6.815931,0.4391941,14.22363,0.5890866,27.66464,0.2248461,732.5532,0.1745517,1385,0.1342145,-67.78001,-1.275593,1684.847,0.1151994,1188.455,0.2096248,-69.99641,-1.091237,2522.08,0.05295577,967.236,0.3092566,-71.09212,-1.065877,-16.22452,-0.4057425,22.45163,0.3517609,0.05383814,0.365762,-0.04286987,-0.2772324,0.6714947,0.8408125,23.16627,0.4512723,1.236611,7.69252,-0.9756532,-9.961048,-33.60402,-0.3106913,-9.362163,18.68811,0.01559142,-0.01848833,0.09520469,2.659575,2.185792,0.3225,0.1843061,0.1433333,0.1391242,-18.52627
'unknown',0,29.26057,0.2170609,24.81479,27.60807,32.04442,7.229633,101.2326,91.37634,48.38986,32.12484,0.8394963,0.7802451,0.3129547,0.6379241,1.267822,0.9548672,11.04853,11.61543,8.060197,5.480568,0.4662994,1.228478,30.10954,0.4271401,4.756994,2.144454,12.62426,1.097781,-5.924908,-1.805838,0.03703955,1.905955,1.254107,0.8055362,6.343886,0.3893954,2.005228,3.803185,24.60814,0.4404196,532.331,0.3212245,1498.822,0.1523351,-55.45768,-1.536987,1510.541,0.1451669,1210.507,0.2669026,-62.2093,-1.200852,2407.327,0.09436055,954.7455,0.2282186,-64.57105,-1.135506,-17.47971,-0.4489625,24.60486,0.3824574,0.05707528,0.3629476,-0.0254518,-0.5602287,0.5639958,1.068515,32.71282,0.3491142,5.07537,2.033654,16.03853,0.8395966,-6.403453,-1.905663,-12.66264,20.99558,0.03250379,-0.009895426,0.1993082,2.816901,1.923077,0.3875,0.30384,0.088,0.04308132,-17.10045
'unknown',0,43.22544,0.0621126,41.06508,42.45062,46.05615,4.991066,62.93327,0,42.22935,0,1.435566,0.3836814,1.047697,1.443781,1.966076,0.9183789,11.95187,3.860053,0.04102612,10.11676,1.306483,0.6661148,23.69031,0.2999285,-14.02421,-0.4672843,-22.22016,-0.509993,-18.17272,-0.4692842,0.1208966,0.946736,1.545582,0.4849063,5.106795,0.6502302,15.06585,1.012452,28.15479,0.3419683,669.011,0.2677346,1449.696,0.1035374,-87.68836,-1.016252,1574.967,0.08048583,1201.456,0.12374,-72.99416,-1.098342,2484.329,0.08178068,1080.911,0.2492374,-83.00757,-0.8935974,-10.23602,-0.7546518,30.63716,0.1689093,0.06027814,0.1941352,-0.02395217,-0.569381,1.726887,0.440559,24.53098,0.2758012,-10.18523,-0.544306,-23.60089,-0.4075551,-18.90961,-0.4618783,-2.939452,17.48174,0.05621193,-0.01014393,0.7113885,5.405406,3.125,0.21,0,0.04,0.02,-13.83955
'unknown',0,40.16103,0.04678566,38.41903,39.8798,41.87396,3.454929,39.6367,0,29.21772,0,1.507873,0.4864153,0.8121886,1.528109,2.217659,1.405471,26.57155,2.902467,1.87078,10.3449,1.005656,0.7088537,23.5645,0.188838,-15.79837,-0.514595,-5.89298,-1.210906,-19.2599,-0.4752208,0.03710059,0.7255282,1.365862,0.6151494,7.26689,0.3668779,15.1929,0.7824836,19.27168,0.3608753,750.4319,0.2164237,1414.706,0.073001,-77.91207,-0.9905984,1644.001,0.07926902,1222.457,0.09174307,-62.66235,-1.158522,2465.605,0.05086721,1295.959,0.4757851,-69.2835,-1.001596,-7.830321,-0.7039658,20.51454,0.2836965,0.06173856,0.2405696,-0.01250552,-0.9285308,1.20716,0.6458885,24.46704,0.181072,-14.8539,-0.626587,-3.408546,-1.935232,-18.88778,-0.4937418,1.03432,14.49977,0.04812553,-0.001401221,0.6441538,4.878049,5.714286,0.12,0.05,0.035,0.005,-14.82504
'unknown',0,38.63234,0.0793755,35.77201,37.86016,42.0556,6.283596,22.98605,15.06375,25.69978,18.92223,1.051732,0.5897485,0.5088509,0.9811571,1.45726,0.9484088,13.7365,6.09701,7.786115,5.761836,0.4702333,0.9193301,19.95495,0.5748987,-3.097314,-3.616782,-6.102295,-2.24732,-42.65799,-0.4095864,0.01771583,1.184779,0.9035029,0.8165699,9.989267,0.3170349,4.76258,2.736713,26.47409,0.3796506,695.7321,0.2292897,1419.451,0.1153284,-30.72766,-2.350665,1589.689,0.1205053,1062.953,0.2012843,-39.21896,-1.621763,2659.602,0.0620614,938.2512,0.4193667,-48.45808,-1.244702,-11.04994,-0.5708359,22.21715,0.2375653,0.06205263,0.3114141,-0.02192637,-0.6987116,0.5440904,0.8066771,22.84388,0.3240742,-5.555508,-1.755725,-9.131149,-1.451822,-47.00034,-0.3247432,2.747947,1.251178,0.02794965,-0.007727133,0.1358393,4.123712,1.595745,0.5266666,0.2361261,0.08,0.07788881,-16.41746
